word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment,length,confident,resolved_word,relative_frequency,double_log_freq,participation_score
between,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,93,76,-0.2887731182795698,7,1,between,0.006438213914849429,0.6920984047010715,0.13333333333333333
international,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92,75,-0.1580402173913044,13,1,international,0.0063689858082381446,0.6917418571940166,0.13333333333333333
is,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,89,70,-0.1726314606741573,2,1,is,0.006161301488404292,0.6906420386261555,0.13333333333333333
as,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,75,-0.0976454545454545,2,1,as,0.006092073381793008,0.6902649379933511,0.06666666666666667
world,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85,76,-0.2203082352941175,5,1,world,0.005884389061959155,0.6891001806412381,0.13333333333333333
military,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84,70,-0.0007404761904761,8,1,military,0.005815160955347871,0.6887002699067727,0.13333333333333333
economic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83,65,-0.1341,8,1,economic,0.005745932848736587,0.6882942616598658,0.06666666666666667
for,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,78,75,-0.15165,3,1,for,0.0053997923156801665,0.6861665279438015,0.13333333333333333
has,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78,68,0.0318923076923077,3,1,has,0.0053997923156801665,0.6861665279438015,0.06666666666666667
that,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,68,63,-0.0233132352941176,4,1,that,0.004707511249567324,0.6813369800735739,0.4
an,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,67,62,-0.0284388059701492,2,1,an,0.00463828314295604,0.6808043476166022,0.2
by,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,66,61,-0.1753333333333332,2,1,by,0.004569055036344756,0.6802614307792342,0.2
with,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,63,61,-0.158879365079365,4,1,with,0.004361370716510903,0.6785672301966525,0.13333333333333333
its,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57,52,0.1224421052631579,3,1,its,0.003946002076843198,0.6748452867147411,0.13333333333333333
eastern,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,48,-0.044890909090909,7,1,eastern,0.00380754586362063,0.6734908190761342,0.06666666666666667
soviet,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54,51,-0.0768,6,1,soviet,0.003738317757009346,0.6727895226904915,0.13333333333333333
other,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,54,48,-0.0106018518518518,5,1,other,0.003738317757009346,0.6727895226904915,0.3333333333333333
this,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,54,54,-0.1370907407407408,4,1,this,0.003738317757009346,0.6727895226904915,0.26666666666666666
relations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,43,-0.1310819999999999,9,1,relations,0.003461405330564209,0.6698067935179771,0.06666666666666667
two,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,49,-0.19518,3,1,two,0.003461405330564209,0.6698067935179771,0.13333333333333333
which,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,48,47,-0.2031999999999999,5,1,which,0.0033229491173416407,0.6681970379894457,0.2
s,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,39,-0.0719395833333333,1,1,s,0.0033229491173416407,0.6681970379894457,0.06666666666666667
it,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,41,-0.1949152173913042,2,1,it,0.0031844929041190723,0.6664978557621422,0.13333333333333333
political,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46,43,-0.1064695652173913,9,1,political,0.0031844929041190723,0.6664978557621422,0.13333333333333333
their,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45,36,0.0185022222222222,5,1,their,0.003115264797507788,0.6656118611656676,0.06666666666666667
have,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,44,38,0.0560499999999999,4,1,have,0.003046036690896504,0.664699894291389,0.13333333333333333
after,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,44,41,-0.27315,5,1,after,0.003046036690896504,0.664699894291389,0.2
from,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44,40,-0.1900068181818182,4,1,from,0.003046036690896504,0.664699894291389,0.06666666666666667
europe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,42,-0.1790209302325581,6,1,europe,0.0029768085842852197,0.6637605539783985,0.06666666666666667
european,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43,36,-0.0004418604651162,8,1,european,0.0029768085842852197,0.6637605539783985,0.13333333333333333
development,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,40,0.1392595238095238,11,1,development,0.0029075804776739354,0.6627923278454898,0.06666666666666667
doctrine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,35,-0.016455,8,1,doctrine,0.0027691242644513675,0.6607625402758197,0.06666666666666667
at,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,35,-0.0552891891891892,2,1,at,0.002561439944617515,0.6574555658168466,0.13333333333333333
also,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37,37,-0.2352351351351351,4,1,also,0.002561439944617515,0.6574555658168466,0.06666666666666667
had,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,32,-0.1425833333333333,3,1,had,0.0024922118380062306,0.6562743313773061,0.06666666666666667
power,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,36,31,0.0031472222222222,5,1,power,0.0024922118380062306,0.6562743313773061,0.2
socialist,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33,26,0.0552121212121212,9,1,socialist,0.002284527518172378,0.6524554708460382,0.13333333333333333
system,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,28,-0.304960606060606,6,1,system,0.002284527518172378,0.6524554708460382,0.06666666666666667
were,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,32,28,-0.2193875,4,1,were,0.002215299411561094,0.6510797546220851,0.2
important,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,30,0.0708419354838709,9,1,important,0.0021460713049498096,0.6496462468470389,0.06666666666666667
global,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,31,-0.1089709677419355,6,1,global,0.0021460713049498096,0.6496462468470389,0.13333333333333333
china,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,28,0.0674193548387096,5,1,china,0.0021460713049498096,0.6496462468470389,0.13333333333333333
during,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,30,-0.4844419354838708,6,1,during,0.0021460713049498096,0.6496462468470389,0.0
time,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,-0.2393172413793103,4,1,time,0.002007615091727241,0.6465873928647587,0.13333333333333333
policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,24,0.1020428571428571,6,1,policy,0.0019383869851159572,0.644951443477734,0.06666666666666667
confrontation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,-0.6382071428571428,13,1,confrontation,0.0019383869851159572,0.644951443477734,0.06666666666666667
are,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,24,-0.1413,3,1,are,0.0019383869851159572,0.644951443477734,0.13333333333333333
such,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,28,26,-0.1578892857142857,4,1,such,0.0019383869851159572,0.644951443477734,0.13333333333333333
pattern,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,-0.4636555555555555,7,1,pattern,0.001869158878504673,0.6432363202993117,0.13333333333333333
not,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,26,26,-0.1815923076923077,3,1,not,0.0017999307718933888,0.6414349232056878,0.26666666666666666
but,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,25,25,-0.217528,3,1,but,0.0017307026652821046,0.6395392040666789,0.2
or,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,21,-0.1682333333333333,2,1,or,0.0016614745586708203,0.6375399955160673,0.06666666666666667
been,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,19,-0.1270291666666666,4,1,been,0.0016614745586708203,0.6375399955160673,0.13333333333333333
cultural,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,19,-0.1322,8,1,cultural,0.0015922464520595361,0.6354268000766977,0.06666666666666667
interests,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,0.2580565217391304,9,1,interests,0.0015922464520595361,0.6354268000766977,0.06666666666666667
security,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,0.1281260869565217,8,1,security,0.0015922464520595361,0.6354268000766977,0.06666666666666667
western,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,19,-0.0627869565217391,7,1,western,0.0015922464520595361,0.6354268000766977,0.13333333333333333
impact,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,-0.1717217391304348,6,1,impact,0.0015922464520595361,0.6354268000766977,0.13333333333333333
major,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23,20,-0.2945,5,1,major,0.0015922464520595361,0.6354268000766977,0.2
national,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,21,0.1828608695652173,8,1,national,0.0015922464520595361,0.6354268000766977,0.13333333333333333
large,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,22,22,-0.07515,5,1,large,0.001523018345448252,0.6331875282688906,0.2
these,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,22,22,0.0963454545454545,5,1,these,0.001523018345448252,0.6331875282688906,0.13333333333333333
arms,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,-0.2929772727272727,4,1,arms,0.001523018345448252,0.6331875282688906,0.13333333333333333
led,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,17,-0.3577727272727273,3,1,led,0.001523018345448252,0.6331875282688906,0.2
research,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0.0740454545454545,8,1,research,0.001523018345448252,0.6331875282688906,0.13333333333333333
nuclear,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,19,-0.3339545454545454,7,1,nuclear,0.001523018345448252,0.6331875282688906,0.06666666666666667
plan,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,-0.115547619047619,4,1,plan,0.0014537902388369677,0.6308081703830098,0.13333333333333333
cooperation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,0.2715666666666667,11,1,cooperation,0.0014537902388369677,0.6308081703830098,0.06666666666666667
against,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,20,-0.2845714285714286,7,1,against,0.0014537902388369677,0.6308081703830098,0.06666666666666667
technology,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,0.0114761904761904,10,1,technology,0.0014537902388369677,0.6308081703830098,0.06666666666666667
end,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,-0.3342952380952381,3,1,end,0.0014537902388369677,0.6308081703830098,0.13333333333333333
missile,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,-0.22275,7,1,missile,0.0013845621322256837,0.6282723810177272,0.06666666666666667
more,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,20,19,-0.29989,4,1,more,0.0013845621322256837,0.6282723810177272,0.2
afghanistan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,-0.28941,11,1,afghanistan,0.0013845621322256837,0.6282723810177272,0.06666666666666667
new,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,20,20,-0.19298,3,1,new,0.0013845621322256837,0.6282723810177272,0.13333333333333333
asia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,-0.0846099999999999,4,1,asia,0.0013845621322256837,0.6282723810177272,0.06666666666666667
sides,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,-0.3034631578947368,5,1,sides,0.0013153340256143995,0.6255609474815194,0.13333333333333333
strategic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,18,-0.1375947368421052,9,1,strategic,0.0013153340256143995,0.6255609474815194,0.06666666666666667
issue,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,-0.0530315789473684,5,1,issue,0.0013153340256143995,0.6255609474815194,0.13333333333333333
missiles,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,-0.1866578947368421,8,1,missiles,0.0013153340256143995,0.6255609474815194,0.06666666666666667
ii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,-0.6299631578947368,2,0,ii,0.0013153340256143995,0.6255609474815194,0.0
crisis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,-0.7299444444444443,6,1,crisis,0.0012461059190031153,0.6226511014835566,0.06666666666666667
foreign,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0.02025,7,1,foreign,0.0012461059190031153,0.6226511014835566,0.13333333333333333
certain,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,18,16,0.1306,7,1,certain,0.0012461059190031153,0.6226511014835566,0.2
advances,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,-0.0032222222222222,8,1,advances,0.0012461059190031153,0.6226511014835566,0.13333333333333333
many,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,17,17,-0.3183882352941177,4,1,many,0.001176877812391831,0.6195156162140293,0.2
affairs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.2129529411764705,7,1,affairs,0.001176877812391831,0.6195156162140293,0.06666666666666667
century,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,-0.0840941176470588,7,1,century,0.001176877812391831,0.6195156162140293,0.06666666666666667
humanities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.0033764705882352,10,1,humanities,0.001176877812391831,0.6195156162140293,0.0
one,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,17,17,-0.163035294117647,3,1,one,0.001176877812391831,0.6195156162140293,0.26666666666666666
warsaw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,-0.1462235294117647,6,1,warsaw,0.001176877812391831,0.6195156162140293,0.06666666666666667
vol,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.0033764705882352,3,1,vol,0.001176877812391831,0.6195156162140293,0.06666666666666667
economy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.0824705882352941,7,1,economy,0.001176877812391831,0.6195156162140293,0.06666666666666667
nato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,-0.1493058823529411,4,1,nato,0.001176877812391831,0.6195156162140293,0.0
each,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,17,16,0.0503823529411764,4,1,each,0.001176877812391831,0.6195156162140293,0.3333333333333333
diplomatic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0.1409470588235294,10,1,diplomatic,0.001176877812391831,0.6195156162140293,0.06666666666666667
berlin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,-0.2656352941176471,6,1,berlin,0.001176877812391831,0.6195156162140293,0.06666666666666667
pact,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,-0.203525,4,1,pact,0.001107649705780547,0.6161216046825284,0.06666666666666667
vietnam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,-0.44726875,7,1,vietnam,0.001107649705780547,0.6161216046825284,0.06666666666666667
reform,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,-0.126025,6,1,reform,0.001107649705780547,0.6161216046825284,0.13333333333333333
made,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.0764875,4,1,made,0.001107649705780547,0.6161216046825284,0.2
they,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,14,0.27630625,4,1,they,0.001107649705780547,0.6161216046825284,0.06666666666666667
strategy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,-0.310175,8,1,strategy,0.001107649705780547,0.6161216046825284,0.06666666666666667
reagan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,-0.04145625,6,1,reagan,0.001107649705780547,0.6161216046825284,0.06666666666666667
both,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,16,15,-0.00758125,4,1,both,0.001107649705780547,0.6161216046825284,0.2
there,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,14,-0.2747375,5,1,there,0.001107649705780547,0.6161216046825284,0.13333333333333333
east,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,13,-0.18906,4,1,east,0.0010384215991692627,0.6124288945957818,0.2
through,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,15,0.1314333333333333,7,1,through,0.0010384215991692627,0.6124288945957818,0.2
th,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,-0.0964933333333333,2,0,th,0.0010384215991692627,0.6124288945957818,0.0
influence,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,-0.00912,9,1,influence,0.0010384215991692627,0.6124288945957818,0.13333333333333333
out,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,15,15,-0.2782533333333333,3,1,out,0.0010384215991692627,0.6124288945957818,0.26666666666666666
early,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,14,-0.2703133333333333,5,1,early,0.0010384215991692627,0.6124288945957818,0.2
camp,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,10,-0.3430666666666667,4,1,camp,0.0010384215991692627,0.6124288945957818,0.2
state,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,15,-0.2777599999999999,5,1,state,0.0010384215991692627,0.6124288945957818,0.2
example,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,-0.3006066666666667,7,1,example,0.0010384215991692627,0.6124288945957818,0.06666666666666667
period,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,-0.0873733333333333,6,1,period,0.0010384215991692627,0.6124288945957818,0.06666666666666667
carter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,-0.0032666666666666,6,1,carter,0.0010384215991692627,0.6124288945957818,0.06666666666666667
people,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0.1280928571428572,6,1,people,0.0009691934925579786,0.6083877907186052,0.13333333333333333
position,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,-0.0522571428571428,8,1,position,0.0009691934925579786,0.6083877907186052,0.13333333333333333
country,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0.25325,7,1,country,0.0009691934925579786,0.6083877907186052,0.13333333333333333
race,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,-0.3059428571428571,4,1,race,0.0009691934925579786,0.6083877907186052,0.13333333333333333
force,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,-0.0710571428571428,5,1,force,0.0009691934925579786,0.6083877907186052,0.13333333333333333
order,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,-0.3030571428571428,5,1,order,0.0009691934925579786,0.6083877907186052,0.13333333333333333
nixon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0.1745,5,1,nixon,0.0009691934925579786,0.6083877907186052,0.06666666666666667
changes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,-0.1603642857142857,7,1,changes,0.0009691934925579786,0.6083877907186052,0.13333333333333333
long,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,14,-0.626992857142857,4,1,long,0.0009691934925579786,0.6083877907186052,0.2
treaty,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,-0.2407071428571428,6,1,treaty,0.0009691934925579786,0.6083877907186052,0.06666666666666667
since,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,14,14,0.0048071428571428,5,1,since,0.0009691934925579786,0.6083877907186052,0.13333333333333333
role,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0.2408428571428571,4,1,role,0.0009691934925579786,0.6083877907186052,0.06666666666666667
established,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,14,-0.2049285714285714,11,1,established,0.0009691934925579786,0.6083877907186052,0.13333333333333333
control,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0.0139642857142857,7,1,control,0.0009691934925579786,0.6083877907186052,0.13333333333333333
scale,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,-0.4633071428571429,5,1,scale,0.0009691934925579786,0.6083877907186052,0.13333333333333333
situation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,-0.2218428571428572,9,1,situation,0.0009691934925579786,0.6083877907186052,0.06666666666666667
will,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13,10,0.0729307692307692,4,1,will,0.0008999653859466944,0.6039359308784116,0.2
forces,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,-0.142776923076923,6,1,forces,0.0008999653859466944,0.6039359308784116,0.13333333333333333
establishment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0.2122846153846153,13,1,establishment,0.0008999653859466944,0.6039359308784116,0.06666666666666667
u,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,13,-0.1281384615384615,1,1,u,0.0008999653859466944,0.6039359308784116,0.13333333333333333
sino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,-0.0725,4,1,sino,0.0008999653859466944,0.6039359308784116,0.0
nations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,-0.0438615384615384,7,1,nations,0.0008999653859466944,0.6039359308784116,0.06666666666666667
extent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0.1909230769230769,6,1,extent,0.0008999653859466944,0.6039359308784116,0.06666666666666667
wars,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,-0.5370769230769231,4,1,wars,0.0008999653859466944,0.6039359308784116,0.06666666666666667
series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,-0.1295923076923077,6,1,series,0.0008999653859466944,0.6039359308784116,0.06666666666666667
great,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,11,0.2342076923076922,5,1,great,0.0008999653859466944,0.6039359308784116,0.2
gradually,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,13,-0.1744307692307692,9,1,gradually,0.0008999653859466944,0.6039359308784116,0.06666666666666667
systems,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,-0.3432307692307693,7,1,systems,0.0008999653859466944,0.6039359308784116,0.06666666666666667
camps,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,-0.3424,5,1,camps,0.0008307372793354102,0.5989937658314455,0.13333333333333333
historical,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,11,-0.1004583333333333,10,1,historical,0.0008307372793354102,0.5989937658314455,0.13333333333333333
began,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,-0.0139999999999999,5,1,began,0.0008307372793354102,0.5989937658314455,0.06666666666666667
north,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12,10,-0.0239833333333333,5,1,north,0.0008307372793354102,0.5989937658314455,0.2
ussr's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,-0.3242416666666666,6,1,ussr's,0.0008307372793354102,0.5989937658314455,0.0
means,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,-0.1692999999999999,5,1,means,0.0008307372793354102,0.5989937658314455,0.13333333333333333
social,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,12,-0.2247166666666666,6,1,social,0.0008307372793354102,0.5989937658314455,0.13333333333333333
communist,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0.0478916666666666,9,1,communist,0.0008307372793354102,0.5989937658314455,0.13333333333333333
third,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12,12,-0.1047416666666666,5,1,third,0.0008307372793354102,0.5989937658314455,0.2
should,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,11,0.50075,6,1,should,0.0008307372793354102,0.5989937658314455,0.13333333333333333
under,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,12,12,-0.274625,5,1,under,0.0008307372793354102,0.5989937658314455,0.2
balance,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0.22965,7,1,balance,0.0008307372793354102,0.5989937658314455,0.13333333333333333
american,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0.3315583333333333,8,1,american,0.0008307372793354102,0.5989937658314455,0.13333333333333333
conflict,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,-0.3984166666666667,8,1,conflict,0.0008307372793354102,0.5989937658314455,0.13333333333333333
some,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,12,12,-0.1303583333333333,4,1,some,0.0008307372793354102,0.5989937658314455,0.26666666666666666
strength,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.4087749999999999,8,1,strength,0.0008307372793354102,0.5989937658314455,0.06666666666666667
