mapped_id,word,sentence_id,location_in_sentence,bundle_id
1051,a,1684,28,8
1052,a,1688,6,2
1053,a,1689,0,1
1054,a,1689,12,3
1055,a,1689,22,5
1056,a,1691,4,2
1057,a,1693,20,5
1058,a,1694,10,4
1059,a,1694,15,6
1060,a,1700,22,7
1061,a,1703,7,3
1062,a,1705,2,1
1063,a,1707,13,3
1064,a,1709,2,1
1065,a,1709,9,4
1066,a,1709,14,5
1067,a,1709,18,7
1068,a,1713,1,1
1069,a,1713,4,2
1070,a,1715,9,4
1071,a,1717,14,2
1072,a,1720,0,1
1073,a,1721,0,1
1074,a,1722,5,1
1075,a,1724,15,5
1076,a,1765,3,1
1077,a,1766,11,4
1078,a,1768,4,2
1079,a,1773,3,1
1080,a,1773,11,2
1081,a,1783,22,4
1082,a,1786,33,11
1083,a,1787,15,3
1084,a,1793,2,1
1085,a,1796,2,1
1086,a,1799,11,2
1087,a,1801,3,1
1088,a,1801,9,3
1089,a,1801,15,6
1090,a,1802,14,4
1091,a,1813,8,1
1092,a,1815,2,1
1093,a,1818,29,10
1094,a,1818,32,11
1095,a,1823,5,1
1096,a,1823,34,6
1097,a,1825,5,2
1098,a,1830,1,1
1099,a,1837,11,3
1100,a,1844,17,5
1101,a,1847,11,3
1102,a,1848,15,3
1103,a,1848,43,10
1104,a,1852,1,1
1105,a,1852,5,2
1106,a,1857,0,1
1107,a,1859,4,2
1108,a,1862,1,1
1109,a,1867,14,3
1110,a,1867,25,8
1111,a,1867,31,9
1112,a,1868,12,3
1113,a,1868,22,4
1114,a,1873,5,1
1115,a,1876,5,1
1116,a,1880,19,6
1117,a,1882,32,7
1118,a,1889,3,1
1119,a,1893,17,4
1120,a,1900,18,4
1121,a,1907,3,1
1122,a,1908,16,2
1123,a,1909,22,4
1124,a,1911,3,1
1125,a,1912,15,6
1126,a,1913,17,7
1127,a,1913,22,9
1128,a,1916,5,2
1129,a,1916,17,5
1130,a,1918,9,3
1131,a,1919,16,2
1132,a,1919,26,4
1133,a,1920,1,2
1134,a,1920,3,3
1135,a,1920,17,6
1136,a,1921,12,1
1137,a,1924,17,4
1138,a,1925,14,4
1139,a,1928,2,1
1140,a,1928,8,3
1141,a,1937,14,3
1142,a,1937,22,5
1143,a,1938,10,3
1144,a,1945,9,3
1145,a,1948,4,2
1146,a,1953,12,3
1147,a,1956,20,10
1148,a,1956,41,15
1149,a,1959,5,2
1150,a,1962,9,3
1151,a,1964,8,4
1152,a,1976,9,3
1153,a,1981,11,2
1154,a,1989,1,1
1155,a,1991,11,3
1156,a,1996,3,1
1157,a,1999,3,1
1158,a,2002,2,1
1159,a,2003,14,4
1160,a,2003,19,5
1161,a,2017,4,2
1162,a,2023,3,2
1163,a,2025,4,2
1164,a,2030,14,5
1165,a,2031,12,3
1166,a,2048,4,2
1167,a,2048,8,4
1168,a,2048,23,7
1169,a,2048,27,9
1170,a,2057,3,1
1171,a,2057,27,4
1172,a,2063,5,1
1173,a,2068,10,2
1174,a,2075,0,1
1175,a,2078,1,1
1176,a,2078,4,3
1177,a,2080,1,1
1178,a,2092,2,2
1179,a,2094,9,3
1180,a,2094,13,5
1181,a,2105,9,2
1182,a,2106,5,2
1183,a,2107,1,1
1184,a,2119,7,1
1185,a,2122,2,1
1186,a,2123,18,3
1187,a,2127,5,1
1188,a,2130,6,1
1189,a,2134,3,1
1190,a,2135,29,6
1191,a,2140,2,1
1192,a,2143,1,1
1193,a,2157,2,1
1194,a,2160,9,3
1195,a,2165,4,2
1196,a,2168,7,4
1197,a,2168,15,8
1198,a,2174,13,3
1199,a,2176,10,3
1200,a,2183,8,1
1201,a,2184,14,7
1202,a,2185,24,4
1203,a,2187,9,3
1204,a,2193,16,4
1205,a,2193,22,7
1206,a,2201,13,1
1207,a,2201,17,2
1208,a,2204,9,1
1209,a,2206,13,5
1210,a,2207,18,4
1211,a,2207,34,9
1212,a,2208,26,4
1213,a,2209,11,4
1214,a,2209,19,7
1215,a,2210,18,3
1216,a,2212,1,1
1217,a,2220,3,1
1218,a,2224,17,6
1219,a,2225,1,1
1220,a,2227,28,4
1221,a,2234,6,1
1222,a,2238,2,1
1223,a,2239,5,2
1224,a,2243,12,3
1225,a,2243,30,11
1226,a,2249,2,1
1227,a,2261,11,1
1228,a,2267,1,1
1229,a,2270,0,1
1230,a,2284,4,1
1231,a,2286,9,4
1232,a,2289,3,2
1233,a,2290,3,1
1234,a,2292,2,1
1235,a,2293,2,1
1236,a,2303,9,3
1237,a,2310,7,1
1238,a,2313,2,1
1239,a,2323,2,1
