"filename", "language", "Python", "CSV", "Markdown", "JSON", "comment", "blank", "total"
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/data/pos/core_pos/verbs.csv", "CSV", 0, 12055, 0, 0, 0, 1, 12056
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/data/pos/directors/auxiliary.csv", "CSV", 0, 15, 0, 0, 0, 1, 16
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/data/pos/directors/compositions.csv", "CSV", 0, 5, 0, 0, 0, 1, 6
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/data/pos/directors/conjunctions.csv", "CSV", 0, 246, 0, 0, 0, 1, 247
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/data/pos/directors/determiners.csv", "CSV", 0, 8, 0, 0, 0, 1, 9
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/data/pos/directors/existential_determiners.csv", "CSV", 0, 10, 0, 0, 0, 1, 11
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/data/pos/directors/modifiers.csv", "CSV", 0, 10, 0, 0, 0, 1, 11
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/data/pos/directors/negative_quantifiers.csv", "CSV", 0, 10, 0, 0, 0, 1, 11
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/data/pos/directors/prepositions.csv", "CSV", 0, 15, 0, 0, 0, 1, 16
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/data/pos/directors/universal_determiners.csv", "CSV", 0, 9, 0, 0, 0, 1, 10
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/data/random_forest_false_negatives.csv", "CSV", 0, 1, 0, 0, 0, 1, 2
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/data/random_forest_false_positives.csv", "CSV", 0, 1, 0, 0, 0, 1, 2
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/data/random_forest_misclassified_words.csv", "CSV", 0, 3573, 0, 0, 0, 1, 3574
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/data/reviews.csv", "CSV", 0, 50001, 0, 0, 0, 1, 50002
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/data/true_closed_pred_closed.csv", "CSV", 0, 22, 0, 0, 0, 1, 23
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/data/true_closed_pred_open.csv", "CSV", 0, 2, 0, 0, 0, 1, 3
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/data/true_open_pred_closed.csv", "CSV", 0, 153, 0, 0, 0, 1, 154
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/data/true_open_pred_open.csv", "CSV", 0, 1338, 0, 0, 0, 1, 1339
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/data/typo_suggestions.csv", "CSV", 0, 1519, 0, 0, 0, 1, 1520
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/data/unclassified_words.csv", "CSV", 0, 11636, 0, 0, 0, 1, 11637
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/data/word_sentiment_stats.csv", "CSV", 0, 29848, 0, 0, 0, 1, 29849
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/data/word_sentiment_stats_with_clusters.csv", "CSV", 0, 29852, 0, 0, 0, 1, 29853
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/data/word_sentiment_stats_with_features.csv", "CSV", 0, 29852, 0, 0, 0, 1, 29853
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/data_to_csv.py", "Python", 23, 0, 0, 0, 3, 8, 34
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/db_scan..py", "Python", 0, 0, 0, 0, 0, 1, 1
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/extract_words.py", "Python", 328, 0, 0, 0, 20, 88, 436
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/forest.py", "Python", 678, 0, 0, 0, 35, 152, 865
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/load_data.py", "Python", 33, 0, 0, 0, 3, 7, 43
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/merge.py", "Python", 77, 0, 0, 0, 8, 25, 110
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/more_classifications.py", "Python", 198, 0, 0, 0, 3, 22, 223
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/new_types/unclassified_words.csv", "CSV", 0, 13191, 0, 0, 0, 0, 13191
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/tense_handler.py", "Python", 62, 0, 0, 0, 11, 26, 99
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/typo_suggestions.py", "Python", 36, 0, 0, 0, 11, 11, 58
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/verbs.py", "Python", 12, 0, 0, 0, 0, 4, 16
"/home/michael/Desktop/projects/pos_analysis/analyze_single_document/visualize_data.py", "Python", 143, 0, 0, 0, 32, 43, 218
"/home/michael/Desktop/projects/pos_analysis/clean_data.py", "Python", 124, 0, 0, 0, 54, 15, 193
"/home/michael/Desktop/projects/pos_analysis/csir/Noun.py", "Python", 4, 0, 0, 0, 0, 0, 4
"/home/michael/Desktop/projects/pos_analysis/csir/document.py", "Python", 169, 0, 0, 0, 115, 10, 294
"/home/michael/Desktop/projects/pos_analysis/csir/generate_in_list.py", "Python", 29, 0, 0, 0, 3, 5, 37
"/home/michael/Desktop/projects/pos_analysis/csir/libs.py", "Python", 139, 0, 0, 0, 6, 15, 160
"/home/michael/Desktop/projects/pos_analysis/csir/pdf_extract.py", "Python", 94, 0, 0, 0, 83, 33, 210
"/home/michael/Desktop/projects/pos_analysis/csir/sentence.py", "Python", 3, 0, 0, 0, 0, 2, 5
"/home/michael/Desktop/projects/pos_analysis/csir/skeleton_list.json", "JSON", 0, 0, 0, 746, 0, 1, 747
"/home/michael/Desktop/projects/pos_analysis/csir/skeletons.py", "Python", 96, 0, 0, 0, 155, 14, 265
"/home/michael/Desktop/projects/pos_analysis/csir/test.py", "Python", 57, 0, 0, 0, 8, 8, 73
"/home/michael/Desktop/projects/pos_analysis/csir/word_data.py", "Python", 8, 0, 0, 0, 0, 0, 8
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/closed_class/auxiliary.csv", "CSV", 0, 15, 0, 0, 0, 1, 16
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/closed_class/compositions.csv", "CSV", 0, 5, 0, 0, 0, 1, 6
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/closed_class/conjunctions.csv", "CSV", 0, 246, 0, 0, 0, 1, 247
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/closed_class/determiners.csv", "CSV", 0, 8, 0, 0, 0, 1, 9
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/closed_class/existential_determiners.csv", "CSV", 0, 10, 0, 0, 0, 1, 11
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/closed_class/modifiers.csv", "CSV", 0, 10, 0, 0, 0, 1, 11
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/closed_class/negative_quantifiers.csv", "CSV", 0, 10, 0, 0, 0, 1, 11
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/closed_class/posessive_det.csv", "CSV", 0, 9, 0, 0, 0, 1, 10
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/closed_class/prepositions.csv", "CSV", 0, 15, 0, 0, 0, 1, 16
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/closed_class/pronouns.csv", "CSV", 0, 64, 0, 0, 0, 1, 65
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/closed_class/universal_determiners.csv", "CSV", 0, 9, 0, 0, 0, 1, 10
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/mapped/CRISPR_paper_mapped.csv", "CSV", 0, 54050, 0, 0, 0, 1, 54051
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/mapped/ClassOverlapping_mapped.csv", "CSV", 0, 2071, 0, 0, 0, 1, 2072
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/mapped/ColdWar_mapped.csv", "CSV", 0, 52480, 0, 0, 0, 1, 52481
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/mapped/Constantinople_mapped.csv", "CSV", 0, 3420, 0, 0, 0, 1, 3421
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/mapped/FitzgeraldTheGreatGastby_mapped.csv", "CSV", 0, 38843, 0, 0, 0, 1, 38844
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/mapped/RiemannSums_mapped.csv", "CSV", 0, 499, 0, 0, 0, 1, 500
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/mapped/Test_input_mapped.csv", "CSV", 0, 128, 0, 0, 0, 1, 129
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/open_class/adjectives.csv", "CSV", 0, 32094, 0, 0, 0, 1, 32095
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/open_class/adverbs.csv", "CSV", 0, 6762, 0, 0, 0, 1, 6763
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/open_class/expanded_verbs.csv", "CSV", 0, 26491, 0, 0, 0, 1, 26492
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/open_class/nouns.csv", "CSV", 0, 316400, 0, 0, 0, 1, 316401
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/pdfs_as_csvs/CRISPR_paper.csv", "CSV", 0, 2463, 0, 0, 0, 1, 2464
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/pdfs_as_csvs/ClassOverlapping.csv", "CSV", 0, 756, 0, 0, 0, 1, 757
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/pdfs_as_csvs/ColdWar.csv", "CSV", 0, 879, 0, 0, 0, 1, 880
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/pdfs_as_csvs/Constantinople.csv", "CSV", 0, 151, 0, 0, 0, 1, 152
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/pdfs_as_csvs/FitzgeraldTheGreatGastby.csv", "CSV", 0, 5037, 0, 0, 0, 1, 5038
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/pdfs_as_csvs/RiemannSums.csv", "CSV", 0, 235, 0, 0, 0, 1, 236
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/pdfs_as_csvs/Test_input.csv", "CSV", 0, 520, 0, 0, 0, 1, 521
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/stats/CRISPR_paper_stats.csv", "CSV", 0, 2240, 0, 0, 0, 1, 2241
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/stats/ClassOverlapping_stats.csv", "CSV", 0, 677, 0, 0, 0, 1, 678
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/stats/ColdWar_stats.csv", "CSV", 0, 2377, 0, 0, 0, 1, 2378
