word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment,length,confident,resolved_word
fate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.07655,4,1,fate
thessalonica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.46155,12,1,thessalonica
vivid,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,5,1,vivid
five,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.1806,4,1,five
both,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0.39925,4,1,both
families,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,8,1,families
viii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.2997,4,1,viii
also,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.04285,4,1,also
compelling,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.036599999999999994,10,1,compelling
especially,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,10,1,especially
churc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.2294,5,1,churc
narrative,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.30405,9,1,narrative
be,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.18795,2,1,be
wealth,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.5971,6,1,wealth
account,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.1909,7,1,account
emperors,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.4484,8,1,emperors
palaiologan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.23815,11,1,palaiologan
harris's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.1909,8,1,harris's
th,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.2787,2,0,th
trade,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,5,1,trade
mehmed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.05685000000000001,6,1,mehmed
consequences,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.61215,12,1,consequences
author,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.1909,6,1,author
over,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,2,0.24695,4,1,over
would,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0.23195000000000002,5,1,would
state,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,5,1,state
family,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,6,1,family
survival,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,8,1,survival
remaining,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,9,1,remaining
small,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,5,1,small
venetians,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.1806,9,1,venetians
accepting,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.3818,9,1,accepting
sources,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.2553,7,1,sources
security,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.54895,8,1,security
turkish,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.3609,7,1,turkish
limits,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.41695000000000004,6,1,limits
generally,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.26335,9,1,generally
beyond,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,6,1,beyond
heroism,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.44295,7,1,heroism
york,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,4,1,york
historians,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.2202,10,1,historians
important,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.32135,9,1,important
diplomacy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.04930000000000001,9,1,diplomacy
demands,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.01090000000000002,7,1,demands
aid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.6185499999999999,3,1,aid
strong,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.3913,6,1,strong
resulted,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.11960000000000001,8,1,resulted
surrender,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.37895,9,1,surrender
