word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment,length,confident,resolved_word,relative_frequency,double_log_freq,participation_score,overarcing_theme
butsaidnothing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,14,1,butsaidnothing,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
headmitted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,10,1,headmitted,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
veuxtu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,6,1,veuxtu,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
shesaidgently,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,13,1,shesaidgently,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
levilain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,8,1,levilain,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
iknowit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,7,1,iknowit,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
saidhastingssmiling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,19,1,saidhastingssmiling,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
ting,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,4,1,ting,0.0001279508668671,0.4412300856834651,0.1333333333333333,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
fallowby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,8,1,fallowby,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
note,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,4,1,note,0.0001279508668671,0.4412300856834651,0.1333333333333333,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
hamiltonchester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,15,1,hamiltonchester,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
or,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0.0,2,1,or,0.0001279508668671,0.4412300856834651,0.0666666666666666,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
swelling,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,8,1,swelling,0.0001279508668671,0.4412300856834651,0.2,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
chasseur,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,8,1,chasseur,0.0001279508668671,0.4412300856834651,0.1333333333333333,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
saidthedoctor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,13,1,saidthedoctor,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
repliedtheother,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,15,1,repliedtheother,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
tontaine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,8,1,tontaine,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
whereisit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,9,1,whereisit,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
isaidquietly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,12,1,isaidquietly,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
myfriend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,8,1,myfriend,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
poordevils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,10,1,poordevils,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
heread,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,6,1,heread,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
totherepublics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,14,1,totherepublics,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
delighted,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,9,1,delighted,0.0001279508668671,0.4412300856834651,0.1333333333333333,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
bonjour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,7,1,bonjour,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
thebellsofst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,12,1,thebellsofst,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
whatnonsense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,12,1,whatnonsense,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
illustrated,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,11,1,illustrated,0.0001279508668671,0.4412300856834651,0.1333333333333333,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
justthink,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,9,1,justthink,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
byr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,3,1,byr,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
slaughter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,9,1,slaughter,0.0001279508668671,0.4412300856834651,0.0666666666666666,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
willyou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,7,1,willyou,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
chambers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,8,1,chambers,0.0001279508668671,0.4412300856834651,0.1333333333333333,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
pipe,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,4,1,pipe,0.0001279508668671,0.4412300856834651,0.1333333333333333,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
butthen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,7,1,butthen,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
foramoment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,10,1,foramoment,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
isaidangrily,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,12,1,isaidangrily,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
eh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,2,0,eh,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
atleast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,7,1,atleast,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
onlyforthisonce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,15,1,onlyforthisonce,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
w,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,1,1,w,0.0001279508668671,0.4412300856834651,0.0666666666666666,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
youlie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,6,1,youlie,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
butishallbeking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,15,1,butishallbeking,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
alert,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,5,1,alert,0.0001279508668671,0.4412300856834651,0.1333333333333333,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
like,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0.0,4,1,like,0.0001279508668671,0.4412300856834651,0.3333333333333333,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
bye,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,3,1,bye,0.0001279508668671,0.4412300856834651,0.1333333333333333,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
crunch,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,6,1,crunch,0.0001279508668671,0.4412300856834651,0.1333333333333333,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
bylouislombard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,14,1,bylouislombard,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
afterawhilehesaid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,17,1,afterawhilehesaid,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
criedhastings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,13,1,criedhastings,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
inquiredbowles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,14,1,inquiredbowles,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
thewordwaspassed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,16,1,thewordwaspassed,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
howdidyouknow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,13,1,howdidyouknow,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
doyouthinkso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,12,1,doyouthinkso,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
iforbidit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,9,1,iforbidit,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
door,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,4,1,door,0.0001279508668671,0.4412300856834651,0.0666666666666666,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
asforme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,7,1,asforme,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
bycaptainking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,13,1,bycaptainking,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
dieu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,4,1,dieu,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
o,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,1,1,o,0.0001279508668671,0.4412300856834651,0.0666666666666666,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
andyet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,6,1,andyet,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
repliedclifford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,15,1,repliedclifford,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
turningred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,10,1,turningred,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
which,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,0.0,5,1,which,0.0001279508668671,0.4412300856834651,0.2,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
getup,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,5,1,getup,0.0001279508668671,0.4412300856834651,0.0666666666666666,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
thecourtofthedragon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,19,1,thecourtofthedragon,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
newyork,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,7,1,newyork,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
bewildered,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,10,1,bewildered,0.0001279508668671,0.4412300856834651,0.0666666666666666,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
inyellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,8,1,inyellow,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
v,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,1,1,v,0.0001279508668671,0.4412300856834651,0.0666666666666666,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
ilookedatmywatch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,16,1,ilookedatmywatch,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
lowby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,5,1,lowby,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
itishere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,8,1,itishere,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
monsieurhastings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,16,1,monsieurhastings,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
pi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,2,1,pi,0.0001279508668671,0.4412300856834651,0.0666666666666666,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
imustgo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,7,1,imustgo,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
forthatotherssake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,17,1,forthatotherssake,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
f,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,1,1,f,0.0001279508668671,0.4412300856834651,0.0666666666666666,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
gthekinginyellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,16,1,gthekinginyellow,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
doyouhear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,9,1,doyouhear,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
tennysonneely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,13,1,tennysonneely,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
itwas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,5,1,itwas,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
oth,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,3,1,oth,0.0001279508668671,0.4412300856834651,0.0666666666666666,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
outwithit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,9,1,outwithit,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
basin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,5,1,basin,0.0001279508668671,0.4412300856834651,0.0666666666666666,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
hesaidgaily,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,11,1,hesaidgaily,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
never,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0.0,5,1,never,0.0001279508668671,0.4412300856834651,0.1333333333333333,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
yet,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0.0,3,1,yet,0.0001279508668671,0.4412300856834651,0.2,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
where,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0.0,5,1,where,0.0001279508668671,0.4412300856834651,0.1333333333333333,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
forme,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,5,1,forme,0.0001279508668671,0.4412300856834651,0.0666666666666666,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
lethimdie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,9,1,lethimdie,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
thatsit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,7,1,thatsit,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
foryou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,6,1,foryou,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
london,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,6,1,london,0.0001279508668671,0.4412300856834651,0.0666666666666666,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
iwontgohome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,11,1,iwontgohome,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
ys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,2,0,ys,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
dearest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,7,1,dearest,0.0001279508668671,0.4412300856834651,0.0666666666666666,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
returnedclifford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,16,1,returnedclifford,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
icannot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,7,1,icannot,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
helookedup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,10,1,helookedup,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
mon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,3,1,mon,0.0001279508668671,0.4412300856834651,0.0666666666666666,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
seigneurc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,9,1,seigneurc,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
hepaused,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,8,1,hepaused,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
justforthisonce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,15,1,justforthisonce,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
anynews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,7,1,anynews,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
ilikeyou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,8,1,ilikeyou,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
if,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0.0,2,1,if,0.0001279508668671,0.4412300856834651,0.1333333333333333,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
beganclifford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,13,1,beganclifford,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
me,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0.0,2,1,me,0.0001279508668671,0.4412300856834651,0.1333333333333333,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
thenwaitnolonger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,16,1,thenwaitnolonger,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
butshewouldnothearofit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,22,1,butshewouldnothearofit,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
when,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0.0,4,1,when,0.0001279508668671,0.4412300856834651,0.2,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
behindhim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,9,1,behindhim,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
below,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,5,1,below,0.0001279508668671,0.4412300856834651,0.0666666666666666,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
jackdear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,8,1,jackdear,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
box,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,3,1,box,0.0001279508668671,0.4412300856834651,0.1333333333333333,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
olechap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,7,1,olechap,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
hesaidpleasantly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,16,1,hesaidpleasantly,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
whatsthematter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,14,1,whatsthematter,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
atthishour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,10,1,atthishour,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
whereiselliott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,14,1,whereiselliott,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
ithankyou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,9,1,ithankyou,0.0001279508668671,0.4412300856834651,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
