word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment,length,confident,resolved_word,relative_frequency,double_log_freq,participation_score,overarcing_theme
andturnedherbackonthestatue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,27,1,andturnedherbackonthestatue,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
saidhastingsquietly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,19,1,saidhastingsquietly,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
thathedoesshootfairlyyes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,24,1,thathedoesshootfairlyyes,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
andevengivesonewarning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,22,1,andevengivesonewarning,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
isityourexperience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,18,1,isityourexperience,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
helookedstraightintohereyesandsaid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,34,1,helookedstraightintohereyesandsaid,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
heiswarningme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,13,1,heiswarningme,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
heedthewarningthen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,18,1,heedthewarningthen,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
withanervouslaugh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,17,1,withanervouslaugh,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
idontapproveofcowardice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,23,1,idontapproveofcowardice,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
thenhurriedstepssoundedacrossthegravelandhastingsraisedhishead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,62,1,thenhurriedstepssoundedacrossthegravelandhastingsraisedhishead,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
howlateyouare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,13,1,howlateyouare,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
buthisvoicewashoarseandonlyhisflushedfacetoldhowlonghadseemedthewaiting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,71,1,buthisvoicewashoarseandonlyhisflushedfacetoldhowlonghadseemedthewaiting,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
iwaskeptindeed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,14,1,iwaskeptindeed,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
iwassomuchannoyedandand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,23,1,iwassomuchannoyedandand,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
mayonlystayamoment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,18,1,mayonlystayamoment,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
shesatdownbesidehimcastingafurtiveglanceoverhershoulderatthegoduponhispedestal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,78,1,shesatdownbesidehimcastingafurtiveglanceoverhershoulderatthegoduponhispedestal,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
whatanuisance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,13,1,whatanuisance,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
thatintrudingcupidstillthere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,28,1,thatintrudingcupidstillthere,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
ireallyforgetwhatwewerespeakingof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,33,1,ireallyforgetwhatwewerespeakingof,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
unheedinghermotiontobeseated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,28,1,unheedinghermotiontobeseated,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
wings,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,5,1,wings,6.397543343356151e-05,0.3527925170786499,0.0666666666666666,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
yestoflyawaywithwhenhestiredofhisplay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,37,1,yestoflyawaywithwhenhestiredofhisplay,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
ofcourseitwasamanwhoconceivedtheideaofwings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,43,1,ofcourseitwasamanwhoconceivedtheideaofwings,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
otherwisecupidwouldhavebeeninsupportable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,40,1,otherwisecupidwouldhavebeeninsupportable,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
mafoi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,5,1,mafoi,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
itswhatmenthink,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,15,1,itswhatmenthink,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
andwomen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,8,1,andwomen,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
withatossofhersmallhead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,23,1,withatossofhersmallhead,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
wingsandarrowstoo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,17,1,wingsandarrowstoo,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
topresentmetoyourfamily,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,23,1,topresentmetoyourfamily,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
thechangeinthegirlsfaceshockedhim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,33,1,thechangeinthegirlsfaceshockedhim,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
ibegyourpardon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,14,1,ibegyourpardon,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
ihavehurtyou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,12,1,ihavehurtyou,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
andasquickasaflashsheunderstoodhimbecauseshewasawoman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,53,1,andasquickasaflashsheunderstoodhimbecauseshewasawoman,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
myparentsaredead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,16,1,myparentsaredead,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
presentlyhebeganagain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,21,1,presentlyhebeganagain,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
verygently,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,10,1,verygently,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
woulditdispleaseyouifibegyoutoreceiveme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,39,1,woulditdispleaseyouifibegyoutoreceiveme,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
notexactly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,10,1,notexactly,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
thenglancingupathim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,19,1,thenglancingupathim,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
iamsorry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,8,1,iamsorry,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
ishouldliketo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,13,1,ishouldliketo,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
butbelieveme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,12,1,butbelieveme,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
hebowedseriouslyandlookedvaguelyuneasy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,38,1,hebowedseriouslyandlookedvaguelyuneasy,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
itisntbecauseidontwishto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,24,1,itisntbecauseidontwishto,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
iilikeyou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,9,1,iilikeyou,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
youareverykindtome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,18,1,youareverykindtome,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
kind,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,4,1,kind,6.397543343356151e-05,0.3527925170786499,0.1333333333333333,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
isitthecustom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,13,1,isitthecustom,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
afterawhilesheturnedtohim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,25,1,afterawhilesheturnedtohim,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
graveandalittlepale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,19,1,graveandalittlepale,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
mynameisvalentinevalentinetissot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,32,1,mynameisvalentinevalentinetissot,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
mightmightiaskaserviceofyouonsuchveryshortacquaintance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,54,1,mightmightiaskaserviceofyouonsuchveryshortacquaintance,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
ishouldbehonored,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,16,1,ishouldbehonored,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
itisonlythis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,12,1,itisonlythis,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
itisnotmuch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,11,1,itisnotmuch,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
promisemenottospeaktomonsieurcliffordaboutme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,44,1,promisemenottospeaktomonsieurcliffordaboutme,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
promisemethatyouwillspeaktonooneaboutme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,39,1,promisemethatyouwillspeaktonooneaboutme,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
infact,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,6,1,infact,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
shelaughednervously,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,19,1,shelaughednervously,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
iwishtoremainamystery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,21,1,iwishtoremainamystery,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
itisacaprice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,12,1,itisacaprice,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
ihadwished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,10,1,ihadwished,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
ihadhopedthatyoumightgivemonsieurcliffordpermissiontobringme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,60,1,ihadhopedthatyoumightgivemonsieurcliffordpermissiontobringme,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
topresentmeatyourhouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,22,1,topresentmeatyourhouse,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
mymyhouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,9,1,mymyhouse,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
imean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,5,1,imean,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
whereyoulive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,12,1,whereyoulive,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
greatlypuzzled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,14,1,greatlypuzzled,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
andvenus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,8,1,andvenus,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
ontheirpedestals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,16,1,ontheirpedestals,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
countingthemonhersmallglovedfingers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,35,1,countingthemonhersmallglovedfingers,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
andceres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,8,1,andceres,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
andbuticantmakeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,18,1,andbuticantmakeout,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
hastingsturnedtolookupatthewingedgodunderwhoseshadowtheywereseated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,66,1,hastingsturnedtolookupatthewingedgodunderwhoseshadowtheywereseated,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
itslove,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,7,1,itslove,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
ofcurladyofthefields,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,20,1,ofcurladyofthefields,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
hereisanouveauhere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,18,1,hereisanouveauhere,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
surprisedandpuzzlecl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,20,1,surprisedandpuzzlecl,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
leaningaroundhiseaselandaddressinghisfriendbowles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,49,1,leaningaroundhiseaselandaddressinghisfriendbowles,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
thereisanouveauherewhoissotenderandgreenandappetizingthatheavenhelphimifheshouldfallintoasaladbowl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,98,1,thereisanouveauherewhoissotenderandgreenandappetizingthatheavenhelphimifheshouldfallintoasaladbowl,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
hayseed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,7,1,hayseed,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
plasteringinabackgroundwithabrokenpalette,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,41,1,plasteringinabackgroundwithabrokenpalette,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
knifeandsquintingattheeffectwithapproval,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,40,1,knifeandsquintingattheeffectwithapproval,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
squeedunkoroshkosh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,18,1,squeedunkoroshkosh,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
andhowheevergrewupamongthedaisiesandescapedthecows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,50,1,andhowheevergrewupamongthedaisiesandescapedthecows,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
heavenaloneknows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,16,1,heavenaloneknows,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
bowlesrubbedhisthumbacrosstheoutlinesofhisstudyto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,49,1,bowlesrubbedhisthumbacrosstheoutlinesofhisstudyto,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
drawledlaffat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,13,1,drawledlaffat,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
shesaidslowly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,13,1,shesaidslowly,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
andwewillseeeachothersometimesifyouwill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,39,1,andwewillseeeachothersometimesifyouwill,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
atfriendshouses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,15,1,atfriendshouses,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
notatfriendshouses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,18,1,notatfriendshouses,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
shesaidwithdefianteyes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,22,1,shesaidwithdefianteyes,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
inparisyouaremuchmoreliberalinyourviewsthanweare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,48,1,inparisyouaremuchmoreliberalinyourviewsthanweare,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
shelookedathimcuriously,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,23,1,shelookedathimcuriously,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
weareverybohemian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,17,1,weareverybohemian,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
ithinkitischarming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,18,1,ithinkitischarming,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
andjuno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,7,1,andjuno,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
weshallbeinthebestofsociety,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,27,1,weshallbeinthebestofsociety,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
sheventuredtimidly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,18,1,sheventuredtimidly,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
withaprettygesturetowardthestatuesofthedeadqueens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,49,1,withaprettygesturetowardthestatuesofthedeadqueens,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
helistenedbutheardnothing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,25,1,helistenedbutheardnothing,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
helookedather,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,13,1,helookedather,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
andshebrightenedatthesuccessofherinnocentlittlepleasantry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,57,1,andshebrightenedatthesuccessofherinnocentlittlepleasantry,6.397543343356151e-05,0.3527925170786499,0.0,"i, hesaid, no, thekinginyellow, yes, quot, well, oh, mr, shesaid"
