word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment
comed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.983
sensivity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9664
absymal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8093
contrarian,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8093
comings,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0772
agoraphobic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7713
sheshh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6077
inefficien,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8329
melon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.7885
spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7146
honnestly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9545
aip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2546
keister,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.75
inferences,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
peas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6249
carrots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6249
zing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9802
tremarked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.126
dispite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.9269
gona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.9269
unessary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0516
supervisor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0516
mayo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7906
clinic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7906
harvard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7906
harnesses,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6249
astrophysicist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7901
madee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6988
efficacy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7783
seeds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3612
unpacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3612
abouts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8931
fverts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8316
appeas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8316
worktop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8316
overfitted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.296
asmr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.743
invigilation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6124
exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6124
glides,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
withc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.7543
sachi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4019
expering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4767
blurryness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6808
els,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9407
haye,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9407
rephrases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3919
evens,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9407
homworks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9407
unfettered,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5106
advertisers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8517
tonthe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8093
unusuable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8093
enviornment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0498
scarce,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0498
mannnny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9182
guild,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8979
argumentatively,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.7579
noncompliant,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.7579
yesman,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
messe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5719
concentrate,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8268
bothet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9407
teleports,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6276
wooooooow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5719
thanksss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7579
qreat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5106
councelling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9492
whatvhappe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5859
sessio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5859
deferent,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3612
kehe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
sabd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
intalijant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
aaapppppp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
randomization,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7579
az,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0772
turbulence,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3612
junkie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7845
pilgrim,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.2732
whitehouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.2732
unduly,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.2732
etana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
khel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.9407
examine,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0516
withher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8577
recommemt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8155
othere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8155
lucille,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0772
anderson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0772
tradition,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0772
reat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5411
eadcouldbenefit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5411
nerf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.6838
illerate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.296
sickly,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.296
knowlegeable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8779
sycopantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8781
sevices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4738
resentment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4738
assistantance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1808
unforced,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9091
springing,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5859
mutual,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9526
storys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.2263
rondom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.2263
eveb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6478
chg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.382
repit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.2755
devolving,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
banaunga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.9407
rocked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
littlest,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4588
jeneious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9244
appko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.765
futuuuuure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6908
quickky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0258
checklists,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9186
asume,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9743
absoloutley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9743
brower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9743
sleepless,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6249
fearful,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9403
everyting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
thks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.382
unstuck,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9751
deuce,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4378
readings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2724
elsemeaning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25
directionthen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25
armful,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5849
gramatical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.9352
chick,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7841
textonly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8534
steam,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6239
mantra,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7256
perpectives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8126
parcents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6659
badha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6659
unreliability,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5927
thk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.34
alteady,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9577
develpment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9577
redstar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.886
kumu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8481
kamakualani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8481
maharo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8481
furnace,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9509
necessities,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4754
donate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.7648
tanked,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5106
owen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9509
copperfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7814
thermal,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9061
bekr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.34
barakatahu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
alhamdulillahe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
rabbilalameen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
aziz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
mathematicians,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.743
tcss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.743
vcs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.743
vg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.92
sail,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6461
ebikes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6597
greta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5106
misidentifies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9201
dowm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9201
wrongness,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9201
karwa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5106
nishuxtreme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7506
rewuests,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
emt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3889
obtainable,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9015
unfurling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6461
renditions,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0644
recycles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4497
plssssss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3595
attraction,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6597
fct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6597
easyntonplay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
malformed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3359
worrier,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6808
whenni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4404
cylabus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8908
chanal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7506
riview,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8413
nch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3182
val,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9509
freewriting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9309
irreversible,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.499
coplilt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0661
sporting,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0258
faceless,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0258
chop,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8881
becsuse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9407
spirituql,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7964
gematria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7964
inevitabilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7964
pocho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8591
surmising,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3612
interupt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.1984
prays,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.6718
pit,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.6718
yakking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6832
sudo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6486
preaches,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7964
dh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
cuma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
syok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
harap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
hilang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
lister,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.571
rhyme,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.93
aurate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
ungrade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0772
stor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9396
bioluminescence,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9758
fussed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3182
connot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
excursion,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0772
kodak,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7814
illusions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7814
dreaded,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8778
grama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8779
eaver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4471
delfriday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9758
thoughtprovoking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9758
respondswith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5859
expetience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2724
bachata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8399
maxium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8413
signaldeleting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3664
acces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.2755
gacha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1531
sincd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5423
blindfold,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.34
gpte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4754
clumped,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4939
buffer,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4939
forewer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.872
chatjpt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5859
quiry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.857
bhaj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
untypable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.1861
cna,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.659
louda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4007
ityet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3664
prablam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9674
letel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9674
canetiion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9674
multiples,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9136
biking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9718
lowpoxia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.959
parasitic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.959
surrealistic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.959
warps,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.959
cognitions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.959
computations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.7065
foruse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9787
needee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9787
essyto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8976
hisone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5411
jeep,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7964
comanche,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7964
grandson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7964
bedtime,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7964
personifies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9492
scholary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4201
inclusive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.975
tafsir,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3664
hadiths,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3664
unfounded,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3664
tenses,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2466
torque,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7964
staffing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8519
heath,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8661
mwwwaa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.926
dehumanising,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3572
sulotions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.7646
chatgt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9313
vatkainvaikathadaithkabdarakbardkathabakanavacchakatjafjatunotothjdenum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
thchajathfar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
tgachazhbhazhddathalthdathyatharjphzhhtanddkaththyadththandatljhat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
dyzhtatbothatdarchhatdhdjkathath,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
speedily,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7178
jibli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6478
compeletly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5709
answerable,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8676
vigor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9348
infinte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3612
cinimatic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.743
legislation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9521
areal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.743
smmmm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.787
heh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.787
examsespecially,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9081
stressfull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.6994
enjoyoble,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3252
snoozing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
blended,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9042
splatter,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9042
shore,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3182
leaflets,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
binded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9869
kapana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6306
voiceit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9081
irac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9521
inages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.743
backs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7579
inciteful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.743
beaver,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9251
resoursful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4744
niceties,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4744
fairfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
evoking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9565
survies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4877
immidently,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0258
chatbar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0258
