910 SVMs  0,3,10,0.0,0,ClassOverlapping,,-1
629  0,2,5,0.0,0,ClassOverlapping,,-1
760  0,2,5,0.0,0,ClassOverlapping,,-1
786  0,2,5,0.0,0,ClassOverlapping,,-1
612  0,2,5,0.0,0,ClassOverlapping,,-1
897  0,2,5,0.0,0,ClassOverlapping,,-1
905 RIPPER  0,3,12,0.0,0,ClassOverlapping,,-1
728  0,2,5,0.0,0,ClassOverlapping,,-1
809  0,2,5,0.0,0,ClassOverlapping,,-1
848  0,2,5,0.0,0,ClassOverlapping,,-1
730  0,2,5,0.0,0,ClassOverlapping,,-1
892  0,2,5,0.0,0,ClassOverlapping,,-1
918 Sonar C4,2,11,0.0,0,ClassOverlapping,,-1
5  0,2,3,0.0,0,ClassOverlapping,,-1
620  0,2,5,0.0,0,ClassOverlapping,,-1
582  0,2,5,0.0,0,ClassOverlapping,,-1
652  0,2,5,0.0,0,ClassOverlapping,,-1
593  0,2,5,0.0,0,ClassOverlapping,,-1
559  0,2,5,0.0,0,ClassOverlapping,,-1
701 NB  0,3,8,0.0,0,ClassOverlapping,,-1
689  0,2,5,0.0,0,ClassOverlapping,,-1
560  0,2,5,0.0,0,ClassOverlapping,,-1
715  0,2,5,0.0,0,ClassOverlapping,,-1
479  0,2,5,0.0,0,ClassOverlapping,,-1
673  0,2,5,0.0,0,ClassOverlapping,,-1
663 k-NN  0,3,10,0.0,0,ClassOverlapping,,-1
642  0,2,5,0.0,0,ClassOverlapping,,-1
615  0,2,5,0.0,0,ClassOverlapping,,-1
651  0,2,5,0.0,0,ClassOverlapping,,-1
569  0,2,5,0.0,0,ClassOverlapping,,-1
623  0,2,5,0.0,0,ClassOverlapping,,-1
645 SVMs  0,3,10,0.0,0,ClassOverlapping,,-1
699  0,2,5,0.0,0,ClassOverlapping,,-1
663  0,2,5,0.0,0,ClassOverlapping,,-1
676  0,2,5,0.0,0,ClassOverlapping,,-1
665  0,2,5,0.0,0,ClassOverlapping,,-1
689  0,2,5,0.0,0,ClassOverlapping,,-1
719 RIPPER  0,3,12,0.0,0,ClassOverlapping,,-1
678  0,2,5,0.0,0,ClassOverlapping,,-1
613  0,2,5,0.0,0,ClassOverlapping,,-1
678  0,2,5,0.0,0,ClassOverlapping,,-1
576  0,2,5,0.0,0,ClassOverlapping,,-1
512  0,2,5,0.0,0,ClassOverlapping,,-1
640 Splice C4,2,12,0.0,0,ClassOverlapping,,-1
5  0,2,3,0.0,0,ClassOverlapping,,-1
936  0,2,5,0.0,0,ClassOverlapping,,-1
926  0,2,5,0.0,0,ClassOverlapping,,-1
928  0,2,5,0.0,0,ClassOverlapping,,-1
939  0,2,5,0.0,0,ClassOverlapping,,-1
929  0,2,5,0.0,0,ClassOverlapping,,-1
930 NB  0,3,8,0.0,0,ClassOverlapping,,-1
821  0,2,5,0.0,0,ClassOverlapping,,-1
826  0,2,5,0.0,0,ClassOverlapping,,-1
829  0,2,5,0.0,0,ClassOverlapping,,-1
833  0,2,5,0.0,0,ClassOverlapping,,-1
831  0,2,5,0.0,0,ClassOverlapping,,-1
837 k-NN  0,3,10,0.0,0,ClassOverlapping,,-1
775  0,2,5,0.0,0,ClassOverlapping,,-1
