word,pos,source_base
collects,verb,collect
collide,verb,collide
collide_with,verb,collide_with
collided,verb,collide
collides,verb,collide
colliding,verb,collide
collied,verb,colly
collies,verb,colly
colligate,verb,colligate
colligated,verb,colligate
colligates,verb,colligate
colligating,verb,colligate
collimate,verb,collimate
collimated,verb,collimate
collimates,verb,collimate
collimating,verb,collimate
collocate,verb,collocate
collocate_with,verb,collocate_with
collocated,verb,collocate
collocates,verb,collocate
collocating,verb,collocate
collogue,verb,collogue
collogued,verb,collogue
collogues,verb,collogue
colloguing,verb,collogue
collude,verb,collude
colluded,verb,collude
colludes,verb,collude
colluding,verb,collude
colly,verb,colly
collying,verb,colly
colonise,verb,colonise
colonised,verb,colonise
colonises,verb,colonise
colonising,verb,colonise
colonize,verb,colonize
colonized,verb,colonize
colonizes,verb,colonize
colonizing,verb,colonize
color,verb,color
color_in,verb,color_in
colorcast,verb,colorcast
colorcasted,verb,colorcast
colorcasting,verb,colorcast
colorcasts,verb,colorcast
colorise,verb,colorise
colorised,verb,colorise
colorises,verb,colorise
colorising,verb,colorise
colorize,verb,colorize
colorized,verb,colorize
colorizes,verb,colorize
colorizing,verb,colorize
colorred,verb,color
colorring,verb,color
colors,verb,color
colour,verb,colour
colour_in,verb,colour_in
coloured,verb,colour
colouring,verb,colour
colourise,verb,colourise
colourised,verb,colourise
colourises,verb,colourise
colourising,verb,colourise
colourize,verb,colourize
colourized,verb,colourize
colourizes,verb,colourize
colourizing,verb,colourize
colours,verb,colour
comb,verb,comb
comb_out,verb,comb_out
combat,verb,combat
combats,verb,combat
combatted,verb,combat
combatting,verb,combat
combed,verb,comb
combine,verb,combine
combined,verb,combine
combines,verb,combine
combing,verb,comb
combining,verb,combine
combs,verb,comb
combust,verb,combust
combusted,verb,combust
combusting,verb,combust
combusts,verb,combust
come,verb,come
come_about,verb,come_about
come_across,verb,come_across
come_after,verb,come_after
come_alive,verb,come_alive
come_along,verb,come_along
come_apart,verb,come_apart
come_around,verb,come_around
come_away,verb,come_away
come_back,verb,come_back
come_before,verb,come_before
come_by,verb,come_by
come_close,verb,come_close
come_down,verb,come_down
come_forth,verb,come_forth
come_forward,verb,come_forward
come_home,verb,come_home
come_in,verb,come_in
come_in_for,verb,come_in_for
come_in_handy,verb,come_in_handy
come_into,verb,come_into
come_into_being,verb,come_into_being
come_near,verb,come_near
come_of_age,verb,come_of_age
come_off,verb,come_off
come_on,verb,come_on
come_out,verb,come_out
come_out_of_the_closet,verb,come_out_of_the_closet
come_over,verb,come_over
come_round,verb,come_round
come_short,verb,come_short
come_through,verb,come_through
come_to,verb,come_to
come_to_grips,verb,come_to_grips
come_to_hand,verb,come_to_hand
come_to_life,verb,come_to_life
come_to_light,verb,come_to_light
come_to_mind,verb,come_to_mind
come_to_the_fore,verb,come_to_the_fore
come_together,verb,come_together
come_up,verb,come_up
come_up_to,verb,come_up_to
come_upon,verb,come_upon
come_with,verb,come_with
comed,verb,come
comes,verb,come
comfit,verb,comfit
comfits,verb,comfit
comfitted,verb,comfit
comfitting,verb,comfit
comfort,verb,comfort
comforted,verb,comfort
comforting,verb,comfort
comforts,verb,comfort
coming,verb,come
command,verb,command
commanded,verb,command
commandeer,verb,commandeer
commandeered,verb,commandeer
commandeering,verb,commandeer
commandeers,verb,commandeer
commanding,verb,command
commands,verb,command
commemorate,verb,commemorate
commemorated,verb,commemorate
commemorates,verb,commemorate
commemorating,verb,commemorate
commence,verb,commence
commenced,verb,commence
commences,verb,commence
commencing,verb,commence
commend,verb,commend
commended,verb,commend
commending,verb,commend
commends,verb,commend
comment,verb,comment
commentate,verb,commentate
commentated,verb,commentate
commentates,verb,commentate
commentating,verb,commentate
commented,verb,comment
commenting,verb,comment
comments,verb,comment
commercialise,verb,commercialise
commercialised,verb,commercialise
commercialises,verb,commercialise
commercialising,verb,commercialise
commercialize,verb,commercialize
commercialized,verb,commercialize
commercializes,verb,commercialize
commercializing,verb,commercialize
comminate,verb,comminate
comminated,verb,comminate
comminates,verb,comminate
comminating,verb,comminate
commingle,verb,commingle
commingled,verb,commingle
commingles,verb,commingle
commingling,verb,commingle
comminute,verb,comminute
comminuted,verb,comminute
comminutes,verb,comminute
comminuting,verb,comminute
commiserate,verb,commiserate
commiserated,verb,commiserate
commiserates,verb,commiserate
commiserating,verb,commiserate
commission,verb,commission
commissioned,verb,commission
commissioning,verb,commission
commissions,verb,commission
commit,verb,commit
commit_suicide,verb,commit_suicide
commits,verb,commit
committed,verb,commit
committing,verb,commit
commix,verb,commix
commixed,verb,commix
commixes,verb,commix
commixing,verb,commix
commove,verb,commove
commoved,verb,commove
commoves,verb,commove
commoving,verb,commove
communalise,verb,communalise
communalised,verb,communalise
communalises,verb,communalise
communalising,verb,communalise
communalize,verb,communalize
communalized,verb,communalize
communalizes,verb,communalize
communalizing,verb,communalize
commune,verb,commune
communed,verb,commune
communes,verb,commune
communicate,verb,communicate
communicated,verb,communicate
communicates,verb,communicate
communicating,verb,communicate
communing,verb,commune
communise,verb,communise
communised,verb,communise
communises,verb,communise
communising,verb,communise
communize,verb,communize
communized,verb,communize
communizes,verb,communize
communizing,verb,communize
commutate,verb,commutate
commutated,verb,commutate
commutates,verb,commutate
commutating,verb,commutate
commute,verb,commute
commuted,verb,commute
commutes,verb,commute
commuting,verb,commute
compact,verb,compact
compacted,verb,compact
compacting,verb,compact
compacts,verb,compact
companied,verb,company
companies,verb,company
companion,verb,companion
companioned,verb,companion
companioning,verb,companion
companions,verb,companion
company,verb,company
companying,verb,company
compare,verb,compare
compared,verb,compare
compares,verb,compare
comparing,verb,compare
comparison-shop,verb,comparison-shop
compart,verb,compart
comparted,verb,compart
comparting,verb,compart
compartmentalise,verb,compartmentalise
compartmentalised,verb,compartmentalise
compartmentalises,verb,compartmentalise
compartmentalising,verb,compartmentalise
compartmentalize,verb,compartmentalize
compartmentalized,verb,compartmentalize
compartmentalizes,verb,compartmentalize
compartmentalizing,verb,compartmentalize
comparts,verb,compart
compass,verb,compass
compassed,verb,compass
compasses,verb,compass
compassing,verb,compass
compassionate,verb,compassionate
compassionated,verb,compassionate
compassionates,verb,compassionate
compassionating,verb,compassionate
compel,verb,compel
compelled,verb,compel
compelling,verb,compel
compels,verb,compel
compensate,verb,compensate
compensated,verb,compensate
compensates,verb,compensate
compensating,verb,compensate
compere,verb,compere
compered,verb,compere
comperes,verb,compere
compering,verb,compere
compete,verb,compete
competed,verb,compete
competes,verb,compete
competing,verb,compete
compile,verb,compile
compiled,verb,compile
compiles,verb,compile
compiling,verb,compile
complain,verb,complain
complained,verb,complain
complaining,verb,complain
complains,verb,complain
complect,verb,complect
complected,verb,complect
complecting,verb,complect
complects,verb,complect
complement,verb,complement
complemented,verb,complement
complementing,verb,complement
complements,verb,complement
complete,verb,complete
completed,verb,complete
completes,verb,complete
completing,verb,complete
complexified,verb,complexify
complexifies,verb,complexify
complexify,verb,complexify
complexifying,verb,complexify
complexion,verb,complexion
complexioned,verb,complexion
complexioning,verb,complexion
complexions,verb,complexion
complicate,verb,complicate
complicated,verb,complicate
complicates,verb,complicate
complicating,verb,complicate
complied,verb,comply
complies,verb,comply
compliment,verb,compliment
complimented,verb,compliment
complimenting,verb,compliment
compliments,verb,compliment
complot,verb,complot
complots,verb,complot
complotted,verb,complot
complotting,verb,complot
comply,verb,comply
complying,verb,comply
comport,verb,comport
comported,verb,comport
comporting,verb,comport
comports,verb,comport
compose,verb,compose
composed,verb,compose
composes,verb,compose
composing,verb,compose
compost,verb,compost
composted,verb,compost
composting,verb,compost
composts,verb,compost
compound,verb,compound
compounded,verb,compound
compounding,verb,compound
compounds,verb,compound
comprehend,verb,comprehend
comprehended,verb,comprehend
comprehending,verb,comprehend
comprehends,verb,comprehend
compress,verb,compress
compressed,verb,compress
compresses,verb,compress
compressing,verb,compress
comprise,verb,comprise
comprised,verb,comprise
comprises,verb,comprise
comprising,verb,comprise
compromise,verb,compromise
compromised,verb,compromise
compromises,verb,compromise
compromising,verb,compromise
compute,verb,compute
computed,verb,compute
computerise,verb,computerise
computerised,verb,computerise
computerises,verb,computerise
computerising,verb,computerise
computerize,verb,computerize
computerized,verb,computerize
computerizes,verb,computerize
computerizing,verb,computerize
computes,verb,compute
computing,verb,compute
con,verb,con
concatenate,verb,concatenate
concatenated,verb,concatenate
concatenates,verb,concatenate
concatenating,verb,concatenate
conceal,verb,conceal
concealed,verb,conceal
concealing,verb,conceal
conceals,verb,conceal
concede,verb,concede
conceded,verb,concede
concedes,verb,concede
conceding,verb,concede
conceive,verb,conceive
conceive_of,verb,conceive_of
conceived,verb,conceive
conceives,verb,conceive
conceiving,verb,conceive
concenter,verb,concenter
concenterred,verb,concenter
concenterring,verb,concenter
concenters,verb,concenter
concentrate,verb,concentrate
concentrate_on,verb,concentrate_on
concentrated,verb,concentrate
concentrates,verb,concentrate
concentrating,verb,concentrate
concentre,verb,concentre
concentred,verb,concentre
concentres,verb,concentre
concentring,verb,concentre
conceptualise,verb,conceptualise
conceptualised,verb,conceptualise
conceptualises,verb,conceptualise
conceptualising,verb,conceptualise
conceptualize,verb,conceptualize
conceptualized,verb,conceptualize
conceptualizes,verb,conceptualize
conceptualizing,verb,conceptualize
concern,verb,concern
concerned,verb,concern
concerning,verb,concern
concerns,verb,concern
concert,verb,concert
concerted,verb,concert
concertina,verb,concertina
concertinaed,verb,concertina
concertinaing,verb,concertina
concertinas,verb,concertina
concerting,verb,concert
concertise,verb,concertise
concertised,verb,concertise
concertises,verb,concertise
concertising,verb,concertise
concertize,verb,concertize
concertized,verb,concertize
concertizes,verb,concertize
concertizing,verb,concertize
concerts,verb,concert
conciliate,verb,conciliate
conciliated,verb,conciliate
conciliates,verb,conciliate
conciliating,verb,conciliate
conclude,verb,conclude
concluded,verb,conclude
concludes,verb,conclude
concluding,verb,conclude
concoct,verb,concoct
concocted,verb,concoct
concocting,verb,concoct
concocts,verb,concoct
concord,verb,concord
concorded,verb,concord
concording,verb,concord
concords,verb,concord
concrete,verb,concrete
concreted,verb,concrete
concretes,verb,concrete
concreting,verb,concrete
concretise,verb,concretise
concretised,verb,concretise
concretises,verb,concretise
concretising,verb,concretise
concretize,verb,concretize
concretized,verb,concretize
concretizes,verb,concretize
concretizing,verb,concretize
concur,verb,concur
concurred,verb,concur
concurring,verb,concur
concurs,verb,concur
concuss,verb,concuss
concussed,verb,concuss
concusses,verb,concuss
concussing,verb,concuss
condemn,verb,condemn
condemned,verb,condemn
condemning,verb,condemn
condemns,verb,condemn
condense,verb,condense
condensed,verb,condense
condenses,verb,condense
condensing,verb,condense
condescend,verb,condescend
condescended,verb,condescend
condescending,verb,condescend
condescends,verb,condescend
condition,verb,condition
conditioned,verb,condition
conditioning,verb,condition
conditions,verb,condition
condole,verb,condole
condole_with,verb,condole_with
condoled,verb,condole
condoles,verb,condole
condoling,verb,condole
condone,verb,condone
condoned,verb,condone
condones,verb,condone
condoning,verb,condone
conduce,verb,conduce
conduced,verb,conduce
conduces,verb,conduce
conducing,verb,conduce
conduct,verb,conduct
conducted,verb,conduct
conducting,verb,conduct
conducts,verb,conduct
cone,verb,cone
coned,verb,cone
cones,verb,cone
confab,verb,confab
confabbed,verb,confab
confabbing,verb,confab
confabs,verb,confab
confabulate,verb,confabulate
confabulated,verb,confabulate
confabulates,verb,confabulate
confabulating,verb,confabulate
confect,verb,confect
confected,verb,confect
confecting,verb,confect
confection,verb,confection
confectioned,verb,confection
confectioning,verb,confection
confections,verb,confection
confects,verb,confect
confederate,verb,confederate
confederated,verb,confederate
confederates,verb,confederate
confederating,verb,confederate
confer,verb,confer
confer_with,verb,confer_with
conferred,verb,confer
conferring,verb,confer
confers,verb,confer
confess,verb,confess
confessed,verb,confess
confesses,verb,confess
confessing,verb,confess
confide,verb,confide
confided,verb,confide
confides,verb,confide
confiding,verb,confide
configure,verb,configure
configured,verb,configure
configures,verb,configure
configuring,verb,configure
confine,verb,confine
confined,verb,confine
confines,verb,confine
confining,verb,confine
confirm,verb,confirm
confirmed,verb,confirm
confirming,verb,confirm
confirms,verb,confirm
confiscate,verb,confiscate
confiscated,verb,confiscate
confiscates,verb,confiscate
confiscating,verb,confiscate
conflagrate,verb,conflagrate
conflagrated,verb,conflagrate
conflagrates,verb,conflagrate
conflagrating,verb,conflagrate
conflate,verb,conflate
conflated,verb,conflate
conflates,verb,conflate
conflating,verb,conflate
conflict,verb,conflict
conflicted,verb,conflict
conflicting,verb,conflict
conflicts,verb,conflict
conform,verb,conform
conform_to,verb,conform_to
conformed,verb,conform
conforming,verb,conform
conforms,verb,conform
confound,verb,confound
confounded,verb,confound
confounding,verb,confound
confounds,verb,confound
confront,verb,confront
confronted,verb,confront
confronting,verb,confront
confronts,verb,confront
confuse,verb,confuse
confused,verb,confuse
confuses,verb,confuse
confusing,verb,confuse
confute,verb,confute
confuted,verb,confute
confutes,verb,confute
confuting,verb,confute
conga,verb,conga
congaed,verb,conga
congaing,verb,conga
congas,verb,conga
conge,verb,conge
congeal,verb,congeal
congealed,verb,congeal
congealing,verb,congeal
congeals,verb,congeal
conged,verb,conge
congee,verb,congee
congeed,verb,congee
congees,verb,congee
congeing,verb,congee
conges,verb,conge
congest,verb,congest
congested,verb,congest
congesting,verb,congest
congests,verb,congest
conging,verb,conge
conglobate,verb,conglobate
conglobated,verb,conglobate
conglobates,verb,conglobate
conglobating,verb,conglobate
conglobe,verb,conglobe
conglobed,verb,conglobe
conglobes,verb,conglobe
conglobing,verb,conglobe
conglomerate,verb,conglomerate
conglomerated,verb,conglomerate
conglomerates,verb,conglomerate
conglomerating,verb,conglomerate
conglutinate,verb,conglutinate
conglutinated,verb,conglutinate
conglutinates,verb,conglutinate
conglutinating,verb,conglutinate
congratulate,verb,congratulate
congratulated,verb,congratulate
congratulates,verb,congratulate
congratulating,verb,congratulate
congregate,verb,congregate
congregated,verb,congregate
congregates,verb,congregate
congregating,verb,congregate
coning,verb,cone
conjecture,verb,conjecture
conjectured,verb,conjecture
conjectures,verb,conjecture
conjecturing,verb,conjecture
conjoin,verb,conjoin
conjoined,verb,conjoin
conjoining,verb,conjoin
conjoins,verb,conjoin
conjugate,verb,conjugate
conjugated,verb,conjugate
conjugates,verb,conjugate
conjugating,verb,conjugate
conjure,verb,conjure
conjure_up,verb,conjure_up
conjured,verb,conjure
conjures,verb,conjure
conjuring,verb,conjure
conk,verb,conk
conk_out,verb,conk_out
conked,verb,conk
conking,verb,conk
conks,verb,conk
conn,verb,conn
connect,verb,connect
connected,verb,connect
connecting,verb,connect
connects,verb,connect
conned,verb,con
conning,verb,con
connive,verb,connive
connive_at,verb,connive_at
connived,verb,connive
connives,verb,connive
conniving,verb,connive
connote,verb,connote
connoted,verb,connote
connotes,verb,connote
connoting,verb,connote
conns,verb,conn
conquer,verb,conquer
conquered,verb,conquer
conquering,verb,conquer
conquers,verb,conquer
cons,verb,con
conscript,verb,conscript
conscripted,verb,conscript
conscripting,verb,conscript
conscripts,verb,conscript
consecrate,verb,consecrate
consecrated,verb,consecrate
consecrates,verb,consecrate
consecrating,verb,consecrate
consent,verb,consent
consented,verb,consent
consenting,verb,consent
consents,verb,consent
conserve,verb,conserve
conserved,verb,conserve
conserves,verb,conserve
conserving,verb,conserve
consider,verb,consider
considerred,verb,consider
considerring,verb,consider
considers,verb,consider
consign,verb,consign
consigned,verb,consign
consigning,verb,consign
consigns,verb,consign
consist,verb,consist
consisted,verb,consist
consisting,verb,consist
consists,verb,consist
consociate,verb,consociate
consociated,verb,consociate
consociates,verb,consociate
consociating,verb,consociate
console,verb,console
consoled,verb,console
consoles,verb,console
consolidate,verb,consolidate
consolidated,verb,consolidate
consolidates,verb,consolidate
consolidating,verb,consolidate
consoling,verb,console
consonate,verb,consonate
consonated,verb,consonate
consonates,verb,consonate
consonating,verb,consonate
consort,verb,consort
consorted,verb,consort
consorting,verb,consort
consorts,verb,consort
conspire,verb,conspire
conspired,verb,conspire
conspires,verb,conspire
conspiring,verb,conspire
constellate,verb,constellate
constellated,verb,constellate
constellates,verb,constellate
constellating,verb,constellate
consternate,verb,consternate
consternated,verb,consternate
consternates,verb,consternate
consternating,verb,consternate
constipate,verb,constipate
constipated,verb,constipate
constipates,verb,constipate
constipating,verb,constipate
constitute,verb,constitute
constituted,verb,constitute
constitutes,verb,constitute
constituting,verb,constitute
constitutionalise,verb,constitutionalise
constitutionalised,verb,constitutionalise
constitutionalises,verb,constitutionalise
constitutionalising,verb,constitutionalise
constitutionalize,verb,constitutionalize
constitutionalized,verb,constitutionalize
constitutionalizes,verb,constitutionalize
constitutionalizing,verb,constitutionalize
constrain,verb,constrain
constrained,verb,constrain
constraining,verb,constrain
constrains,verb,constrain
constrict,verb,constrict
constricted,verb,constrict
constricting,verb,constrict
constricts,verb,constrict
constringe,verb,constringe
constringed,verb,constringe
constringes,verb,constringe
constringing,verb,constringe
construct,verb,construct
constructed,verb,construct
constructing,verb,construct
constructs,verb,construct
construe,verb,construe
construe_with,verb,construe_with
construed,verb,construe
construes,verb,construe
construing,verb,construe
consubstantiate,verb,consubstantiate
consubstantiated,verb,consubstantiate
consubstantiates,verb,consubstantiate
consubstantiating,verb,consubstantiate
consult,verb,consult
consulted,verb,consult
consulting,verb,consult
consults,verb,consult
consume,verb,consume
consumed,verb,consume
consumes,verb,consume
consuming,verb,consume
consummate,verb,consummate
consummated,verb,consummate
consummates,verb,consummate
consummating,verb,consummate
contact,verb,contact
contacted,verb,contact
contacting,verb,contact
contacts,verb,contact
contain,verb,contain
contained,verb,contain
containerise,verb,containerise
containerised,verb,containerise
containerises,verb,containerise
containerising,verb,containerise
containerize,verb,containerize
containerized,verb,containerize
containerizes,verb,containerize
containerizing,verb,containerize
containing,verb,contain
contains,verb,contain
contaminate,verb,contaminate
contaminated,verb,contaminate
contaminates,verb,contaminate
contaminating,verb,contaminate
contemn,verb,contemn
contemned,verb,contemn
contemning,verb,contemn
contemns,verb,contemn
contemplate,verb,contemplate
contemplated,verb,contemplate
contemplates,verb,contemplate
contemplating,verb,contemplate
contemporise,verb,contemporise
contemporised,verb,contemporise
contemporises,verb,contemporise
contemporising,verb,contemporise
contemporize,verb,contemporize
contemporized,verb,contemporize
contemporizes,verb,contemporize
contemporizing,verb,contemporize
contend,verb,contend
contended,verb,contend
contending,verb,contend
contends,verb,contend
content,verb,content
contented,verb,content
contenting,verb,content
contents,verb,content
contest,verb,contest
contested,verb,contest
contesting,verb,contest
contests,verb,contest
continue,verb,continue
continued,verb,continue
continues,verb,continue
continuing,verb,continue
contort,verb,contort
contorted,verb,contort
contorting,verb,contort
contorts,verb,contort
contour,verb,contour
contoured,verb,contour
contouring,verb,contour
contours,verb,contour
contra_danse,verb,contra_danse
contract,verb,contract
contract_in,verb,contract_in
contract_out,verb,contract_out
contracted,verb,contract
contracting,verb,contract
contracts,verb,contract
contradance,verb,contradance
contradanced,verb,contradance
contradances,verb,contradance
contradancing,verb,contradance
contradict,verb,contradict
contradicted,verb,contradict
contradicting,verb,contradict
contradicts,verb,contradict
contradistinguish,verb,contradistinguish
contradistinguished,verb,contradistinguish
contradistinguishes,verb,contradistinguish
contradistinguishing,verb,contradistinguish
contraindicate,verb,contraindicate
contraindicated,verb,contraindicate
contraindicates,verb,contraindicate
contraindicating,verb,contraindicate
contrast,verb,contrast
contrasted,verb,contrast
contrasting,verb,contrast
contrasts,verb,contrast
contravene,verb,contravene
contravened,verb,contravene
contravenes,verb,contravene
contravening,verb,contravene
contredanse,verb,contredanse
contredansed,verb,contredanse
contredanses,verb,contredanse
contredansing,verb,contredanse
contribute,verb,contribute
contributed,verb,contribute
contributes,verb,contribute
contributing,verb,contribute
contrive,verb,contrive
contrived,verb,contrive
contrives,verb,contrive
contriving,verb,contrive
control,verb,control
controlled,verb,control
controlling,verb,control
controls,verb,control
controvert,verb,controvert
controverted,verb,controvert
controverting,verb,controvert
controverts,verb,controvert
contuse,verb,contuse
contused,verb,contuse
contuses,verb,contuse
contusing,verb,contuse
convalesce,verb,convalesce
convalesced,verb,convalesce
convalesces,verb,convalesce
convalescing,verb,convalesce
convect,verb,convect
convected,verb,convect
convecting,verb,convect
convects,verb,convect
convene,verb,convene
convened,verb,convene
convenes,verb,convene
convening,verb,convene
conventionalise,verb,conventionalise
conventionalised,verb,conventionalise
conventionalises,verb,conventionalise
conventionalising,verb,conventionalise
conventionalize,verb,conventionalize
conventionalized,verb,conventionalize
conventionalizes,verb,conventionalize
conventionalizing,verb,conventionalize
converge,verb,converge
converged,verb,converge
converges,verb,converge
converging,verb,converge
converse,verb,converse
conversed,verb,converse
converses,verb,converse
conversing,verb,converse
convert,verb,convert
converted,verb,convert
converting,verb,convert
converts,verb,convert
convey,verb,convey
conveyed,verb,convey
conveying,verb,convey
conveys,verb,convey
convict,verb,convict
convicted,verb,convict
convicting,verb,convict
convicts,verb,convict
convince,verb,convince
convinced,verb,convince
convinces,verb,convince
convincing,verb,convince
convoke,verb,convoke
convoked,verb,convoke
convokes,verb,convoke
convoking,verb,convoke
convolute,verb,convolute
convoluted,verb,convolute
convolutes,verb,convolute
convoluting,verb,convolute
convolve,verb,convolve
convolved,verb,convolve
convolves,verb,convolve
convolving,verb,convolve
convoy,verb,convoy
convoyed,verb,convoy
convoying,verb,convoy
convoys,verb,convoy
convulse,verb,convulse
convulsed,verb,convulse
convulses,verb,convulse
convulsing,verb,convulse
coo,verb,coo
cooccur,verb,cooccur
cooccur_with,verb,cooccur_with
cooccurred,verb,cooccur
cooccurring,verb,cooccur
cooccurs,verb,cooccur
cooed,verb,coo
cooes,verb,coo
cooing,verb,coo
cook,verb,cook
cook_out,verb,cook_out
cook_up,verb,cook_up
cooked,verb,cook
cooking,verb,cook
cooks,verb,cook
cool,verb,cool
cool_down,verb,cool_down
cool_it,verb,cool_it
cool_off,verb,cool_off
cool_one's_heels,verb,cool_one's_heels
cooled,verb,cool
cooling,verb,cool
cools,verb,cool
coop_in,verb,coop_in
coop_up,verb,coop_up
cooper,verb,cooper
cooperate,verb,cooperate
cooperated,verb,cooperate
cooperates,verb,cooperate
cooperating,verb,cooperate
cooperred,verb,cooper
cooperring,verb,cooper
coopers,verb,cooper
coordinate,verb,coordinate
coordinated,verb,coordinate
coordinates,verb,coordinate
coordinating,verb,coordinate
cop,verb,cop
cop_out,verb,cop_out
cope,verb,cope
cope_with,verb,cope_with
coped,verb,cope
copes,verb,cope
copied,verb,copy
copies,verb,copy
coping,verb,cope
copolymerise,verb,copolymerise
copolymerised,verb,copolymerise
copolymerises,verb,copolymerise
copolymerising,verb,copolymerise
copolymerize,verb,copolymerize
copolymerized,verb,copolymerize
copolymerizes,verb,copolymerize
copolymerizing,verb,copolymerize
copped,verb,cop
copper,verb,copper
copper-bottom,verb,copper-bottom
copperred,verb,copper
copperring,verb,copper
coppers,verb,copper
copping,verb,cop
cops,verb,cop
copulate,verb,copulate
copulated,verb,copulate
copulates,verb,copulate
copulating,verb,copulate
copy,verb,copy
copy_out,verb,copy_out
copyedit,verb,copyedit
copyedits,verb,copyedit
copyeditted,verb,copyedit
copyeditting,verb,copyedit
copying,verb,copy
copyread,verb,copyread
copyreaded,verb,copyread
copyreading,verb,copyread
copyreads,verb,copyread
copyright,verb,copyright
copyrighted,verb,copyright
copyrighting,verb,copyright
copyrights,verb,copyright
coquet,verb,coquet
coqueted,verb,coquet
coqueting,verb,coquet
coquets,verb,coquet
coquette,verb,coquette
coquetted,verb,coquette
coquettes,verb,coquette
coquetting,verb,coquette
corbel,verb,corbel
corbelled,verb,corbel
corbelling,verb,corbel
corbels,verb,corbel
cord,verb,cord
corded,verb,cord
cording,verb,cord
cordon_off,verb,cordon_off
cords,verb,cord
corduroy,verb,corduroy
corduroyed,verb,corduroy
corduroying,verb,corduroy
corduroys,verb,corduroy
core,verb,core
core_out,verb,core_out
cored,verb,core
cores,verb,core
coring,verb,core
cork,verb,cork
cork_up,verb,cork_up
corked,verb,cork
corking,verb,cork
corks,verb,cork
corkscrew,verb,corkscrew
corkscrewed,verb,corkscrew
corkscrewing,verb,corkscrew
corkscrews,verb,corkscrew
corn,verb,corn
corned,verb,corn
corner,verb,corner
cornerred,verb,corner
cornerring,verb,corner
corners,verb,corner
cornice,verb,cornice
corniced,verb,cornice
cornices,verb,cornice
cornicing,verb,cornice
corning,verb,corn
corns,verb,corn
coronate,verb,coronate
coronated,verb,coronate
coronates,verb,coronate
coronating,verb,coronate
corrade,verb,corrade
corraded,verb,corrade
corrades,verb,corrade
corrading,verb,corrade
corral,verb,corral
corralled,verb,corral
corralling,verb,corral
corrals,verb,corral
correct,verb,correct
corrected,verb,correct
correcting,verb,correct
corrects,verb,correct
correlate,verb,correlate
correlated,verb,correlate
correlates,verb,correlate
correlating,verb,correlate
correspond,verb,correspond
corresponded,verb,correspond
corresponding,verb,correspond
corresponds,verb,correspond
corroborate,verb,corroborate
corroborated,verb,corroborate
corroborates,verb,corroborate
corroborating,verb,corroborate
corrode,verb,corrode
corroded,verb,corrode
corrodes,verb,corrode
corroding,verb,corrode
corrugate,verb,corrugate
corrugated,verb,corrugate
corrugates,verb,corrugate
corrugating,verb,corrugate
corrupt,verb,corrupt
corrupted,verb,corrupt
corrupting,verb,corrupt
corrupts,verb,corrupt
corset,verb,corset
corsets,verb,corset
corsetted,verb,corset
corsetting,verb,corset
coruscate,verb,coruscate
coruscated,verb,coruscate
coruscates,verb,coruscate
coruscating,verb,coruscate
cosh,verb,cosh
coshed,verb,cosh
coshes,verb,cosh
coshing,verb,cosh
cosign,verb,cosign
cosigned,verb,cosign
cosigning,verb,cosign
cosigns,verb,cosign
cosponsor,verb,cosponsor
cosponsorred,verb,cosponsor
cosponsorring,verb,cosponsor
cosponsors,verb,cosponsor
cosset,verb,cosset
cossets,verb,cosset
cossetted,verb,cosset
cossetting,verb,cosset
cost,verb,cost
costed,verb,cost
costing,verb,cost
costs,verb,cost
costume,verb,costume
costumed,verb,costume
costumes,verb,costume
costuming,verb,costume
cotton,verb,cotton
cotton_on,verb,cotton_on
cotton_up,verb,cotton_up
cottonned,verb,cotton
cottonning,verb,cotton
cottons,verb,cotton
couch,verb,couch
couched,verb,couch
couches,verb,couch
couching,verb,couch
cough,verb,cough
cough_out,verb,cough_out
cough_up,verb,cough_up
coughed,verb,cough
coughing,verb,cough
coughs,verb,cough
counsel,verb,counsel
counselled,verb,counsel
counselling,verb,counsel
counsels,verb,counsel
count,verb,count
count_down,verb,count_down
count_off,verb,count_off
count_on,verb,count_on
count_out,verb,count_out
counted,verb,count
countenance,verb,countenance
countenanced,verb,countenance
countenances,verb,countenance
countenancing,verb,countenance
counter,verb,counter
counter-drill,verb,counter-drill
counteract,verb,counteract
counteracted,verb,counteract
counteracting,verb,counteract
counteracts,verb,counteract
counterattack,verb,counterattack
counterattacked,verb,counterattack
counterattacking,verb,counterattack
counterattacks,verb,counterattack
counterbalance,verb,counterbalance
counterbalanced,verb,counterbalance
counterbalances,verb,counterbalance
counterbalancing,verb,counterbalance
counterchallenge,verb,counterchallenge
counterchallenged,verb,counterchallenge
counterchallenges,verb,counterchallenge
counterchallenging,verb,counterchallenge
counterchange,verb,counterchange
counterchanged,verb,counterchange
counterchanges,verb,counterchange
counterchanging,verb,counterchange
countercheck,verb,countercheck
counterchecked,verb,countercheck
counterchecking,verb,countercheck
counterchecks,verb,countercheck
counterclaim,verb,counterclaim
counterclaimed,verb,counterclaim
counterclaiming,verb,counterclaim
counterclaims,verb,counterclaim
counterfeit,verb,counterfeit
counterfeited,verb,counterfeit
counterfeiting,verb,counterfeit
counterfeits,verb,counterfeit
countermand,verb,countermand
countermanded,verb,countermand
countermanding,verb,countermand
countermands,verb,countermand
countermarch,verb,countermarch
countermarched,verb,countermarch
countermarches,verb,countermarch
countermarching,verb,countermarch
